Bearing,File,I1_RMS,I1_Variance,I1_PeakToPeak,I1_CrestFactor,I1_Skewness,I1_Kurtosis,I1_LineIntegral,I1_FFTPeak,I1_FFTEnergy,I2_RMS,I2_Variance,I2_PeakToPeak,I2_CrestFactor,I2_Skewness,I2_Kurtosis,I2_LineIntegral,I2_FFTPeak,I2_FFTEnergy,Label
K001,N15_M01_F10_K001_3.mat,0.909855122426609,0.827836343805941,3.64296661136202,2.07606028446364,-0.020228218548931,-1.4808586585887,18823.7367765005,81294.6578451868,79482.0317152662,0.91376123965783,0.834959603101013,3.43013305437377,1.99745014364701,0.0248393433128986,-1.48767268206391,20705.6723889653,81623.726019005,80114.7834841805,0
K001,N15_M01_F10_K001_4.mat,0.907440249350954,0.823447806142121,3.63745635745941,2.02274692869968,-0.0161464410367051,-1.48300247562297,18431.4197854878,81204.8089525148,79079.971948427,0.913189641346912,0.833915321063302,3.37916320577464,1.9188206019296,0.0358280111692448,-1.48314840154005,20916.2398540361,81695.4258324241,80077.4052275314,0
K001,N15_M01_F10_K001_5.mat,0.905996898589761,0.820830380254266,3.64365539309985,2.02635001566541,0.00298759006316352,-1.48315679316478,18423.1454504713,81028.478147225,78808.2103880036,0.911967814688212,0.831685295027194,3.93432128646244,2.27782398285858,0.00739883923718819,-1.48054864521938,21052.3052424349,81531.2835500988,79819.7407104977,0
K001,N15_M01_F10_K001_6.mat,0.904791611656241,0.818647860523497,3.61403777837333,2.01347666931301,-0.0127710622658682,-1.48365590267271,18308.3158918313,79354.5857882501,78770.3598353097,0.91175045556507,0.831288893223112,3.36814269796942,1.8864412753417,0.0377559193619922,-1.481417916379,20857.372434031,79938.612661029,80016.274525024,0
K001,N15_M01_F10_K001_7.mat,0.904515443709364,0.818148187908748,3.57339965584159,1.99828132037435,-0.00553316297530106,-1.48570249013986,18601.0653499509,80581.0935618409,78491.6774125237,0.909990403288625,0.828082534077395,3.37227538839638,1.90496539347623,0.0117919231774307,-1.48353485339786,20378.7490249235,81068.7450629265,79481.3400023792,0
K001,N15_M01_F10_K001_8.mat,0.903514036340471,0.816337613864249,3.5975070166655,2.02386509915483,-0.0036226472271954,-1.4849992641117,18472.4456921379,80669.0600612539,78345.2179255238,0.909380519952981,0.826972930069953,3.57202209236594,2.15036971310254,0.0103533376798405,-1.4822938215896,20466.9068883296,81205.7045675541,79420.5617963275,0
K001,N15_M01_F10_K001_9.mat,0.901153420334188,0.812077486980006,3.58373138190898,1.99856428509488,-0.0118999326271944,-1.48368885131111,18322.8891358403,80663.0811801695,77940.9664224071,0.908409609806529,0.825208019188851,3.39225005879334,1.86898202684915,0.0380360375334276,-1.48050107903941,20771.8429617365,81311.335452294,79263.5982751893,0
K002,N15_M01_F10_K002_1.mat,0.973656565273479,0.948007107100148,3.97702575420766,2.09611407818039,-0.000751868307585478,-1.49180442243473,17703.6461134834,84189.5625259167,92588.2056511342,0.984891048681661,0.970010377773261,4.31177367879113,2.25112212251128,0.0111715177541378,-1.4796791850575,20443.2775420318,85115.6263817457,94728.698286909,0
K002,N15_M01_F10_K002_10.mat,0.945697690099944,0.894344121060369,3.73939605465767,1.99072459177446,-0.00531035476096645,-1.48812349880136,19659.5293333212,93140.9038520401,98056.9223083344,0.956493361596268,0.91487955077773,3.89299438219288,2.0925923659712,0.0102871791839769,-1.48102326957924,22884.123718092,94038.2337626928,100103.769446539,0
K002,N15_M01_F10_K002_11.mat,0.936928544511274,0.877835097520014,3.7242428564255,1.99327362267421,0.00656229500982396,-1.48955138984438,17295.7323487994,82573.1225440958,84455.0175032017,0.949529350149181,0.901605986794726,4.08103179661939,2.34239966663197,-0.00980981396700225,-1.47890994642763,19839.1718759271,83612.7561060981,86688.4817846546,0
K002,N15_M01_F10_K002_12.mat,0.939254995538184,0.882199946643434,3.7559268163655,2.00240526218163,-0.0116454461171381,-1.48513466518756,17499.0159469926,82585.6198320726,84800.9839218477,0.949485568722726,0.901522845212719,4.1313128634807,2.41052238349695,0.00315189844798815,-1.48580858079387,20260.0739978413,83438.5861153334,86650.9164305333,0
K002,N15_M01_F10_K002_13.mat,0.936798449615972,0.877591335202889,3.76763610590854,2.02145709802349,0.00369897122233463,-1.49168741148501,17505.5283783238,75870.6414453996,83735.970617171,0.949174012617613,0.90093130622862,4.23945159631939,2.29449781772361,-0.00592424361341962,-1.47893837743588,19822.0439404526,76834.1522897746,85830.2120937981,0
K002,N15_M01_F10_K002_14.mat,0.94172057229613,0.88683763628575,3.82893768057506,2.04894194889276,0.00116264795257105,-1.49163903541231,17396.2297370386,79783.5109632514,85071.8024261548,0.95366929078,0.909485116176829,3.98666869853723,2.12603207644576,0.0112660274361382,-1.4788274108172,19768.7549637422,80780.8127233534,87280.9000392308,0
K002,N15_M01_F10_K002_15.mat,0.945748770231733,0.894440736394835,3.76832488764637,2.00302845778365,-0.00907319903285876,-1.48672574435148,17252.9059666865,84228.3208575509,85979.8867022484,0.955194639255691,0.91239679886281,4.28146728232678,2.4263690436126,0.00965810547312522,-1.48419621244787,20284.9665698463,84970.2523071582,87616.6498843582,0
K002,N15_M01_F10_K002_16.mat,0.941225662243528,0.885905747265769,3.7242428564255,1.98884338372605,-0.00236580852092396,-1.48903405567942,17317.6314753718,82806.6156674565,85245.187836363,0.952440122319293,0.90714218660359,4.04383758277679,2.23447912431505,0.0127773162352773,-1.47928234349706,20070.6418003957,83700.6059959461,87201.9342737149,0
K002,N15_M01_F10_K002_17.mat,0.943393687354905,0.889991649341084,3.79794250237289,2.03719792277869,0.0144305258815455,-1.48946779424711,17656.6601784558,82693.8120354399,85077.8816913133,0.955684761533562,0.913333363427462,4.244961850222,2.40185802050645,0.003704222849912,-1.48282449673819,20008.1789397192,83776.6414233509,87473.9671265039,0
K002,N15_M01_F10_K002_18.mat,0.935864199866575,0.875841800591904,3.83582549795332,2.06395451136308,0.0180052910290857,-1.48566031893615,17609.9655981034,82608.7095236006,84093.0979327878,0.947483682780231,0.89772532913479,4.06105712622244,2.29229465778082,0.000457752605563531,-1.4841380786613,20279.5534341688,83584.6325067521,86241.3701529227,0
K002,N15_M01_F10_K002_19.mat,0.931565403491184,0.867814100981692,3.64847686526463,1.97997065050778,0.00673440131574241,-1.48907161371241,17298.7175288511,81494.9763344949,83130.3476747703,0.943237741466942,0.889697436927658,4.25116088586243,2.46318679649089,-0.010954046201865,-1.4776934991973,19968.5319741082,82449.2198146046,85165.2740794364,0
K002,N15_M01_F10_K002_2.mat,0.933855083915003,0.872085317753897,3.72217651121202,2.0052333582609,0.0109497628094219,-1.48678448817275,17110.7689672688,80990.5699780106,83653.8274285963,0.943541122885379,0.890269850575801,4.02661803933114,2.15508157017731,-0.0131631527859818,-1.47904627075436,20317.8958471683,81752.5218890856,85381.4884202768,0
K002,N15_M01_F10_K002_20.mat,0.936444086141399,0.8769275264692,3.73664092770637,2.00331630337515,-0.00681787036705611,-1.48734975464189,17133.2060323784,82069.4734910059,83996.7630832387,0.945636243299223,0.894227904641068,3.85235625966114,2.10117578775958,0.0157092710651471,-1.48019067452668,20232.1735159872,82782.702718393,85568.6163147786,0
K002,N15_M01_F10_K002_3.mat,0.953817161468897,0.909767177512584,3.82756011709941,2.01988584315598,0.0126717774428832,-1.48782634068244,17292.2057863017,84497.3854574697,87526.0175744918,0.964178976400814,0.929641098533321,4.30557464315069,2.48684077484527,-0.0084432999731975,-1.4815706609249,20198.2282856019,85317.3695325696,89297.2948909808,0
K002,N15_M01_F10_K002_4.mat,0.949121483880591,0.900831591163695,3.79174346673245,1.99930119089833,-0.0087787775297551,-1.48723101473377,17316.545955353,82491.2094870306,86480.0985024523,0.959091692306116,0.919856874250609,3.85028991444767,2.07201320559224,0.0087872748567229,-1.48450284447852,20229.3563986795,83220.0070310032,88109.4259224673,0
K002,N15_M01_F10_K002_5.mat,0.947291511488432,0.897361207738037,3.82342742667245,2.05489851853078,0.00753686254253739,-1.49287850068116,17673.4147942285,79235.9445759262,86256.7855546896,0.961170054391449,0.92384787345886,4.10031768527852,2.20141845757079,0.00525865223306857,-1.48170289298778,19878.8436376806,80376.4840944155,88876.1662764551,0
K002,N15_M01_F10_K002_6.mat,0.9445376146138,0.892151305420327,3.78554443109202,2.03827868863517,-0.00530715108347407,-1.4902625719976,17646.0412304038,82166.1634919617,85302.0625289737,0.956537358559421,0.914963718319834,4.05761321753331,2.20825904014176,-0.00156282502108009,-1.48300387669404,19966.8396373784,83227.5541670708,87575.0340156127,0
K002,N15_M01_F10_K002_7.mat,0.936367374710728,0.876783860422661,3.76556976069506,2.03032159699726,0.0153798340028728,-1.48857720017302,17640.4758739621,80894.4893356097,84335.4468661792,0.948678651048624,0.899991182955438,4.3296820039746,2.49978006559818,0.00223267140601231,-1.48328942127391,20048.8480574291,81879.7377820941,86489.3877152721,0
K002,N15_M01_F10_K002_8.mat,0.937868945698686,0.879598159305965,3.73595214596854,2.04260094793978,-0.00884879120520994,-1.48682810366836,17323.0156822164,81231.7392993536,85259.0492700359,0.94748400276628,0.897725935498011,4.40544799513547,2.54952304291375,0.00929606876599538,-1.48298489629351,20204.7923755634,81970.2749465887,86926.2436110295,0
K002,N15_M01_F10_K002_9.mat,0.947576083250736,0.897900433548805,3.70702331297985,1.96227173085572,0.00854359769437897,-1.4876391269218,17145.297595786,84284.0554598347,86184.3172245583,0.958114304227844,0.917983019966007,4.4433309907159,2.51597735015464,-0.0136337426676267,-1.4768299877068,20188.0969950202,85166.2298932648,88082.436737583,0
K003,N15_M01_F10_K003_1.mat,0.928374614997338,0.861879425771455,3.6925588964855,2.03003907433947,-0.0110379839312929,-1.48552443217777,18492.2061514144,83555.839390047,84885.7407740569,0.933680094893971,0.871758519601214,3.44390868913029,1.90632953954607,0.0148726974036357,-1.48817276695645,20501.721361268,83979.1810826853,85712.7459028603,0
K003,N15_M01_F10_K003_10.mat,0.887620998494885,0.787871036969057,3.53276153330985,2.00551905018004,0.0143640107351993,-1.48394361092846,17909.4637396901,79404.1812130648,75626.5905030197,0.893887408625452,0.799034699299126,3.59819579840333,2.25628195499581,-0.00817903347661413,-1.48471845517713,19965.4889363905,79898.1341212217,76564.6932253068,0
K003,N15_M01_F10_K003_11.mat,0.886513511347082,0.785906205800932,3.51485320812638,2.00151977413141,0.0171022340135954,-1.48252997930604,18221.375105756,79499.2829648362,75495.431174969,0.893242912218613,0.797882900228788,3.41842376483073,2.04649071708429,-0.000264594813054539,-1.48781630165909,19855.4119717415,80094.0351944005,76647.7063546416,0
K003,N15_M01_F10_K003_12.mat,0.886458941277355,0.785809454570569,3.54033813242594,2.01998786602226,-0.00583455752720702,-1.48601952138519,17766.9768391495,79125.7365858544,75436.2197485958,0.892086650386522,0.795818591797845,3.38880615010421,1.9651625177958,0.0185255619228056,-1.48235961718867,19897.4924032323,79631.7430896777,76424.1897695646,0
K003,N15_M01_F10_K003_13.mat,0.885210935970037,0.783598401160948,3.47283752211899,2.02753169783211,0.0017884145518662,-1.49008371909856,18215.6368650982,79018.9606416659,75161.1112124755,0.893154366305141,0.797724722049938,3.47214874038116,2.14461918290162,-0.00256495439588056,-1.48448716106891,19168.8295140044,79739.3058632627,76523.5509307583,0
K003,N15_M01_F10_K003_14.mat,0.884928181820753,0.783097886980584,3.54240447763942,2.01541866721304,-0.000974290246430578,-1.48600965834486,18023.8827844143,79820.7099437755,75157.2321943155,0.892443552817873,0.796455494966188,3.64090026614854,2.32004228907108,0.0175800953631102,-1.4819911932339,19594.701196157,80503.5098958516,76457.7565867067,0
K003,N15_M01_F10_K003_15.mat,0.884345023692164,0.782066120929094,3.51898589855333,2.04941434039114,-0.0131776851283726,-1.48200658545472,18365.1672476898,78916.3842541066,75094.5706873441,0.890896900681907,0.793697287644627,3.34128021019421,1.9452331150611,0.00438533381955013,-1.48875132278393,19672.7911369013,79514.4878228328,76222.1305097713,0
K003,N15_M01_F10_K003_16.mat,0.884176438477031,0.781767974357927,3.50589904553464,2.00110660891331,0.00522548742310317,-1.48601316365661,17870.3436921086,79325.6095607454,75092.3890592531,0.891346575516312,0.794498717684657,3.51623077160203,2.15880629309524,-0.0115450023017017,-1.48171291244348,19616.4756532349,79941.424342751,76255.4613751964,0
K003,N15_M01_F10_K003_17.mat,0.883216554202895,0.780071481618035,3.54653716806637,2.05389702598898,0.00114660093782179,-1.48965998346397,18139.1008159544,78997.0374774218,74930.1893541272,0.890900096428664,0.793702981816602,3.2724020364116,1.91079017850859,-0.00274981285729003,-1.48412976815119,19177.4220661837,79713.1630383408,76306.5259870978,0
K003,N15_M01_F10_K003_18.mat,0.882193648773167,0.778265633935714,3.51003173596159,2.04705569227628,-0.00940102530643247,-1.48562439722206,18206.5979823527,78827.9676229877,74784.1703086162,0.889800537127605,0.791744995872574,3.27171325467378,1.92003058394257,0.00213334987816864,-1.48704882143101,19435.1152889749,79505.8567527873,76074.7147188235,0
K003,N15_M01_F10_K003_19.mat,0.882842792964712,0.779411397089733,3.49487853772942,2.00928298702372,0.00614227506587291,-1.48674185623124,17792.4163038544,79281.0914722629,74901.7028444627,0.890048164195937,0.792185734588558,3.29582061549769,1.92805980609387,-0.00947816267330342,-1.48269873838192,19524.034944983,79940.4100309919,76158.5736336959,0
K003,N15_M01_F10_K003_2.mat,0.914674054573484,0.836628626109896,3.62368072270289,2.00930035086611,0.0183464312260562,-1.48381855387345,18239.4673356635,74655.3067101613,81154.6608493125,0.919896979920086,0.846210453666095,3.46319457778942,1.99354662915171,-0.00589529613096831,-1.48821321387729,20236.8751401296,75096.9823603786,82114.2695481319,0
K003,N15_M01_F10_K003_20.mat,0.883176591495315,0.780000891765282,3.5313839698342,2.00591024279729,-0.00891038722549893,-1.48493489547945,17892.1918488324,72237.2971966791,75716.4630996285,0.889030717314135,0.790375616328086,3.29788696071117,1.87963748795948,0.0161493872630319,-1.48458111197404,20106.25526015,72705.8184593582,76702.0181433626,0
K003,N15_M01_F10_K003_3.mat,0.908069901822832,0.824590946596528,3.59888458014115,2.01058176859031,0.00715694029119216,-1.49049277741868,18404.8018152295,81379.0773459464,79211.5689776312,0.916298910849802,0.839603694024533,3.68567107910724,2.14776461260411,0.00676231401441712,-1.48514612858626,19290.4187766193,82079.5773937425,80578.4520835836,0
K003,N15_M01_F10_K003_4.mat,0.8999640948918,0.809935372094416,3.52380737071811,2.02216738481307,-0.00300197080245704,-1.49030959152055,18312.0697523025,80329.3806804908,77720.2887197143,0.907610266187305,0.823756395288591,3.35849975363986,1.94119799079603,-0.000348516089049898,-1.48529440334864,19282.5322257212,81036.8840929337,79093.9100931434,0
K003,N15_M01_F10_K003_5.mat,0.895289191579271,0.801542736558665,3.57408843757942,2.04073156513757,-0.0111965088089223,-1.48384271685066,18257.1029032788,71969.999301623,77093.0216188143,0.901807443889676,0.81325666585483,3.31235137720551,1.88664078032029,0.0033515715025961,-1.48983205006404,19733.7620963337,72486.1505288099,78175.6841561433,0
K003,N15_M01_F10_K003_6.mat,0.892479691779976,0.79652000023968,3.50107757336985,1.96610072511406,-0.00143797017934574,-1.48693523722516,17957.1598086894,80564.8943164121,76474.6318986657,0.899852267688498,0.809734103664132,3.52036346202898,2.00761103948332,0.0165091745138359,-1.48222532347219,19545.0827373275,81228.9963368389,77758.9613075376,0
K003,N15_M01_F10_K003_7.mat,0.891036951209418,0.793946848420575,3.57202209236594,2.00936775285854,-0.00588279430754851,-1.48559052668231,17748.5836116226,79689.2729801159,76252.0591582778,0.896677149879241,0.804029911115558,3.34747924583464,1.92022110929389,0.017032013116169,-1.48329762237136,19892.1274822764,80194.7344369053,77249.9564637911,0
K003,N15_M01_F10_K003_8.mat,0.889078118191237,0.790459900246472,3.55824645760942,2.01353536308477,-0.00395049184902499,-1.48577678540382,17800.1382359172,79490.7273356724,75973.4035900504,0.89593403967219,0.802697803443329,3.36469878928029,1.96594028631928,0.017793598040664,-1.48237876639877,19772.9448230534,80080.0578275143,77137.5823945128,0
K003,N15_M01_F10_K003_9.mat,0.888134606573109,0.788783079392772,3.51967468029116,2.01032129563907,0.00617662156413316,-1.4851114468252,17833.062691767,79363.6565674204,75734.9398842506,0.894748166844677,0.800574282071909,3.41911254656855,2.03917910856014,-0.0123709206486815,-1.48169794298855,19726.7158591557,79904.0279197403,76788.1996495964,0
K004,N15_M01_F10_K004_1.mat,0.97680649412317,0.9541509269612,3.84684600575854,2.03187570133781,-0.0117252242665559,-1.49325581232309,16402.5463648926,87815.6761067152,91406.8098179566,0.987857721219951,0.975862877373874,3.43495452653855,1.74573167967771,0.0364782859575541,-1.49135289102346,18333.2890512997,88819.7790252825,93619.5098618538,0
K004,N15_M01_F10_K004_10.mat,0.908360314941571,0.82511846176075,3.79932006584854,2.11206232611761,-0.00505587339081996,-1.48958310968254,16103.320980874,81268.2833044165,79175.2092373267,0.918941299393835,0.84445311173163,3.3013308694003,1.83627766408438,0.0156764830855104,-1.48393146026627,18847.5507163041,82203.350138166,81092.2276290748,0
K004,N15_M01_F10_K004_11.mat,0.905648204526903,0.820198670362803,3.72906432859028,2.08064539024345,-0.00735175142659369,-1.49125725199662,16261.7483571731,81127.9340737927,78697.1334271108,0.916527392891524,0.840022461920534,3.30615234156508,1.82994546262209,0.0178861211521482,-1.48605944037064,18586.9549672698,82098.8449173122,80666.9639457201,0
K004,N15_M01_F10_K004_12.mat,0.9035906028125,0.816475977491057,3.63745635745941,2.08809918759457,-0.0129742562223842,-1.49246957040171,16489.3920990881,81054.7589172463,78350.5310867427,0.914905464472372,0.837052008921407,3.33232604760247,1.86662543117093,0.038552116029322,-1.48815149003303,18190.523882937,82034.1338864129,80342.0890148538,0
K004,N15_M01_F10_K004_13.mat,0.90570761382621,0.820306281742767,3.73664092770637,2.10689350709147,0.00231476606166714,-1.48633660693152,16206.5204598707,81296.7187946361,78708.343715192,0.912306346239541,0.83230286938894,3.23934051299595,1.78630063457151,0.022371327352326,-1.48799516196748,19036.5331392749,81840.5693487379,79852.6272736405,0
K004,N15_M01_F10_K004_14.mat,0.902659785496988,0.814794688353468,3.67602813477767,2.05257496511895,-0.0246774476482334,-1.48505295595382,16713.7358876972,82860.7965304457,79653.0533035254,0.908381763728599,0.82515742867468,3.26344787381986,1.80928311678899,0.0355135726489539,-1.49288722585695,19155.9699589591,83329.0994014272,80622.550920324,0
K004,N15_M01_F10_K004_15.mat,0.899404937194495,0.808929241049833,3.72493163816332,2.07292949891625,-0.0110487313081513,-1.49227625410377,16521.2744281686,74174.9061444692,77703.5224558399,0.909272782560001,0.826776993104407,3.24209563994726,1.80913270594384,0.0218079946041307,-1.48838899617871,18381.8357657452,74998.3931107384,79413.7550991266,0
K004,N15_M01_F10_K004_16.mat,0.898875959709294,0.807977990943305,3.71184478514463,2.06673908766872,-0.0079703116028574,-1.49050294762559,16201.4420721177,80515.7345276196,77531.5734581814,0.910538941274433,0.829081163577165,3.28204498074117,1.84911279401513,0.0173595537874877,-1.48486921904977,18634.8225429217,81553.0517602776,79604.5037631589,0
K004,N15_M01_F10_K004_17.mat,0.899573220578917,0.809231979182725,3.58373138190898,2.00153004097702,-0.0135988350794018,-1.4938136536684,16783.9778493207,81586.3060031603,78260.189284139,0.908419352441319,0.825225719889904,3.30615234156508,1.82255931854763,0.0267140431214115,-1.48853539915354,18329.7011872274,82381.6495213204,79850.7593712954,0
K004,N15_M01_F10_K004_18.mat,0.900586773267164,0.811056536183762,3.75386047115202,2.1030072595415,-0.022035190153151,-1.48727610180184,16106.941217688,80651.7544152352,77809.9856663748,0.907790505786791,0.824083602396638,3.23451904083117,1.79193257342669,0.0435549187714144,-1.48867823945135,18954.9538302468,81285.1022015227,79111.5964379923,0
K004,N15_M01_F10_K004_19.mat,0.899945808612468,0.809902458439149,3.72562041990115,2.10041030072421,0.0030634899421777,-1.48573377767772,16157.6362423737,80550.5994100774,77732.6418213074,0.90714942886413,0.822920086288518,3.25793761991726,1.84887860414821,0.0226509964759738,-1.4880950936283,18985.368365444,81141.5430967256,78938.4442513444,0
K004,N15_M01_F10_K004_2.mat,0.95867172059808,0.919051467874483,3.82824889883723,2.04303086568018,0.00556940592884222,-1.48467635012732,16461.4454688575,85262.5727334299,88247.8709464561,0.963825097080432,0.928958817762105,3.37296417013421,1.75223048647799,0.0271399639048247,-1.49419088230573,18843.3319281599,85679.471117158,89181.1985479501,0
K004,N15_M01_F10_K004_20.mat,0.898821087034082,0.807879346497128,3.80000884758636,2.12026739652649,-0.000862466815744621,-1.48771541883899,16152.7782647769,70247.9706070821,78094.5944711379,0.907703080561249,0.823924882460381,3.30270843287595,1.85296757577932,0.0161779958178434,-1.48414682532426,19092.4195119186,70919.2775960234,79680.8876733279,0
K004,N15_M01_F10_K004_3.mat,0.945469339434377,0.893912271810477,3.85166747792332,2.05316706609583,0.00504155663282402,-1.4851226444259,16424.5646507056,84840.4477306073,85936.687473249,0.951611640429148,0.905564714200255,3.36263244406682,1.78483206963058,0.0243038170345895,-1.4918511469316,18914.6084399536,85312.7320835705,86925.3190671189,0
K004,N15_M01_F10_K004_4.mat,0.934277780022348,0.872874970243487,3.8564889500881,2.11386905585602,-0.0176199873177337,-1.48877862976503,16075.4397849085,83940.9056796546,83798.3380855112,0.944207288877788,0.891527404369943,3.40671447528768,1.84946288576646,0.0417195273655287,-1.48813745334372,18845.9975134853,84794.5433953979,85620.4952918835,0
K004,N15_M01_F10_K004_5.mat,0.927239807626336,0.859773660846925,3.73181945554158,2.07097780670506,-0.007280440569529,-1.49248719756333,16616.559116216,83116.991104176,82514.7755530948,0.936470970868939,0.876977879280213,3.29031036159508,1.75854880064139,0.034804477210487,-1.4898394856264,18229.4724238659,83907.596163466,84187.0293596959,0
K004,N15_M01_F10_K004_6.mat,0.92080606624671,0.847883811636741,3.58717529059811,2.01206360789084,0.000867925660765093,-1.48794501395604,16669.3790325629,82667.5819809513,81344.7874562897,0.926796248082059,0.858951285458981,3.47283752211899,1.94718805332534,0.0312174386160174,-1.49122294248556,18467.8639160179,83176.3352286101,82389.622399322,0
K004,N15_M01_F10_K004_7.mat,0.918161866965667,0.843021213949879,3.83720306142897,2.0909561071901,0.00211863545800696,-1.4864377776923,16192.1862231248,82014.0014853123,80918.5903136756,0.924846802937448,0.855341608903619,3.37847442403682,1.8427973668735,0.020006309496104,-1.4892045712149,19028.7678139626,82534.3403309213,81971.3896180847,0
K004,N15_M01_F10_K004_8.mat,0.915660939434831,0.838434956006678,3.7400848363955,2.07023740731754,0.00249969481084077,-1.48585333930641,16233.4373614032,82058.7284487653,80503.8254618197,0.922531746564664,0.85106482341965,3.3013308694003,1.79458970238838,0.0206098960243882,-1.48921979125915,19041.674206166,82632.3136747669,81715.7845316902,0
K004,N15_M01_F10_K004_9.mat,0.914212212379022,0.835783969262947,3.70977843993115,2.03953973090234,-0.0253742727284149,-1.48308129797244,16519.8582929156,82136.9514122998,80211.9897115262,0.919784722230066,0.846003935247839,3.29926452418682,1.80061294979116,0.0337627925527524,-1.49510884042918,18887.2445190733,82566.7902952559,81104.882859149,0
