Bearing,File,I1_RMS,I1_Variance,I1_PeakToPeak,I1_CrestFactor,I1_Skewness,I1_Kurtosis,I1_LineIntegral,I1_FFTPeak,I1_FFTEnergy,I2_RMS,I2_Variance,I2_PeakToPeak,I2_CrestFactor,I2_Skewness,I2_Kurtosis,I2_LineIntegral,I2_FFTPeak,I2_FFTEnergy,Label
K001,N15_M07_F04_K001_5.mat,1.75442875124956,3.07802024321108,5.99171233734888,1.71677370938043,-0.00518026876148713,-1.50064705329409,19333.3491647745,156908.909810341,295526.501990281,1.75148661195756,3.06770535186656,5.74030700304237,1.67614744982129,0.01845563597812,-1.4932909530964,20550.9231071462,156659.493917065,294590.257712714,0
K001,N15_M07_F04_K001_6.mat,1.75415858346058,3.07707233592842,6.06472320155844,1.73111864779544,0.0115013374453782,-1.4939769858769,19271.5640653281,147347.584728018,295759.343982424,1.75641834153409,3.08500539047737,5.81745055767889,1.71244459936664,0.00792363075989528,-1.49459565036249,21320.1366436251,147509.841583301,296576.654150039,0
K001,N15_M07_F04_K001_7.mat,1.75508519454938,3.08032404012644,6.02821776945366,1.73428026966351,0.015417867583674,-1.49201995802053,19438.8994558425,136663.077262708,296202.793328881,1.7540557210505,3.07671147255,5.80298614118454,1.69267709073814,0.0118662558838949,-1.49720942075115,21126.9843360135,136560.044465814,295816.226632808,0
K001,N15_M07_F04_K001_8.mat,1.75443081562162,3.07802748680275,5.99997771820279,1.74624286524438,0.000315749177901963,-1.50021925405235,19362.7263946746,156826.655601071,295675.222874909,1.75122377904382,3.06678472428853,5.74926116563411,1.68900417316221,0.00451103409822416,-1.49287624210013,20582.4989283533,156495.465563234,294399.725122482,0
K001,N15_M07_F04_K001_9.mat,1.75222587887841,3.0702955306112,6.02064117033757,1.7277617233291,0.00405893449536718,-1.49883363330798,19079.6777385506,147608.324145136,295738.358372504,1.75303933527368,3.0731469110168,5.93247710789584,1.70525476275812,-0.00033282271479048,-1.49025407390548,21003.1930381827,147722.642344275,296117.249433817,0
K002,N15_M07_F04_K002_1.mat,1.79437569701188,3.21978414202687,5.99377868256236,1.68181120286475,0.00453855212025896,-1.50391579712483,17842.951531177,149423.129015193,309872.48466487,1.81235573237866,3.28463330068577,6.26791381421713,1.80406174722229,-0.0077568548727044,-1.49118892197902,20095.2671250864,150911.193745755,315966.640720624,0
K002,N15_M07_F04_K002_10.mat,1.79732329086049,3.23037101186959,6.13429015707887,1.70751128132734,0.0049339868236858,-1.50134165145124,18043.0316055076,144739.99560352,310514.127039104,1.81278207997818,3.28617886949,6.24311767165539,1.77190702034591,0.00419320257052448,-1.49311311995882,20335.480444935,146004.299237944,315749.14681221,0
K002,N15_M07_F04_K002_11.mat,1.78952532384926,3.2024008846978,6.01030944427018,1.71095380094635,0.0036783573766192,-1.5059758404249,18057.0290279837,156042.231545282,307535.66359594,1.80749287904619,3.2670305078027,6.43115508608191,1.86840296971281,-0.00529938856663114,-1.49169780063117,20115.9216230586,157624.979378168,313821.031145136,0
K002,N15_M07_F04_K002_12.mat,1.78662278756548,3.19202098504825,6.12326964927366,1.71687775436895,-0.00463182990233606,-1.50341125501728,17808.4366782945,159381.943555382,306794.604043228,1.80431233332315,3.25554299618202,6.23554107253931,1.8032651744485,0.00853055673781176,-1.48962300280397,20174.2325074195,160927.018824238,312849.327707273,0
K002,N15_M07_F04_K002_13.mat,1.78938820917741,3.20191016314315,6.07298858241236,1.71931530889502,-0.00585844393426945,-1.49965198552357,17634.8629915806,160198.694624886,307303.439933402,1.80279187954259,3.25005856094471,6.25689330641191,1.8158680839958,0.0135906778340395,-1.48573168126475,20594.2495448006,161309.783463716,311710.659799647,0
K002,N15_M07_F04_K002_14.mat,1.79797918349102,3.23272914426705,6.12877990317627,1.73876056024361,-0.00942717960636039,-1.49708128644607,18060.6623516508,158210.620193616,310661.756609494,1.81114454180914,3.28024455132505,6.359521785348,1.87797353803741,-0.00333271297032515,-1.49526818316243,20426.1654485372,159303.467071429,315134.146223252,0
K002,N15_M07_F04_K002_15.mat,1.7918631327781,3.21077348660936,6.04750365811279,1.71307476190502,-0.0102623256046157,-1.49749334201684,17844.2932780023,160890.958327408,307468.311271017,1.80259363775597,3.24934382287829,6.23071960037452,1.8029618433857,0.00505422845113305,-1.4924727574102,20631.373502906,161854.673168468,311213.499145844,0
K002,N15_M07_F04_K002_16.mat,1.79950166437805,3.23820624009937,6.08056518152844,1.69990417258425,0.0110737927156199,-1.49814473596412,17763.6238496498,158522.402154668,310778.340720871,1.80982643540314,3.27547172628404,6.49590056943756,1.8074414603799,-0.0078128568516667,-1.49095035047267,20691.9628772556,159404.887452857,314317.621389384,0
K002,N15_M07_F04_K002_17.mat,1.79344289151982,3.21643740514298,6.10949401451714,1.72904362523489,-0.00759255282767869,-1.49896131297287,17725.2697273607,148464.705799103,307837.274187583,1.80599327383323,3.26161170513087,6.23967376296626,1.81365912303682,0.0112305963308188,-1.48822785447264,20620.1491157064,149339.253552093,311706.118094107,0
K002,N15_M07_F04_K002_18.mat,1.79873424786546,3.23544489444412,6.0874529989067,1.73349684437621,-0.00638707773193296,-1.50065796318454,18093.2617025203,159971.931620111,309946.379224297,1.81518485749079,3.29489606686387,6.54824798151234,1.96060714723046,-0.00488591435646572,-1.49417278727707,20232.7658682817,161441.071150982,315780.860110037,0
K002,N15_M07_F04_K002_19.mat,1.7923191413951,3.21240790461126,6.01719726164844,1.68439389676008,0.00606032991335757,-1.5013646462445,17697.6185844957,159093.587600173,308543.733597032,1.80744589254307,3.26686065447082,6.55582458062842,1.91765991797232,-0.0109880859243649,-1.4873374519733,20409.304760377,160436.591481489,313978.522577796,0
K002,N15_M07_F04_K002_2.mat,1.7884276964743,3.19847362551638,6.05163634853975,1.71033768043345,0.00587299966176859,-1.50117975759403,18077.596739457,160377.214203409,306314.382088057,1.80468216283886,3.25687770886874,6.26102599683887,1.79664784522096,0.00401873660636254,-1.49432966224757,20371.1083691058,161819.210852906,312068.764203269,0
K002,N15_M07_F04_K002_20.mat,1.78309349607422,3.17942241574218,6.07849883631496,1.72897586964213,-0.0105234011860329,-1.49623693840745,17920.4346552102,150588.827106223,306670.14977815,1.79481795860587,3.22137150453413,6.33816955147539,1.88358615599216,0.00154281145803875,-1.49392150442868,20574.4243400408,151455.528203532,310623.366396984,0
K002,N15_M07_F04_K002_3.mat,1.79567041979104,3.22443225651254,6.14048919271931,1.716615357357,-0.0100890110291004,-1.49677824603703,17959.6194482752,154718.090055612,309961.378533421,1.8076502722024,3.26759950659342,6.24725036208235,1.81823293890811,-0.000354319440648417,-1.49487523675329,20586.3285548156,155669.852539193,314046.386746452,0
K002,N15_M07_F04_K002_4.mat,1.78830317364383,3.1980282408646,6.05439147549105,1.71383627540046,-0.0078120020141066,-1.49847659985986,18026.9278884773,157836.565823121,307585.939580388,1.80106899849155,3.24384953732737,6.29202117504104,1.84606000264616,-0.000198534617487284,-1.49367536410607,20562.2969599829,158858.916865777,311594.601394394,0
K002,N15_M07_F04_K002_5.mat,1.79088978060657,3.20728620628103,6.05645782070453,1.71277739949059,0.00575749096637345,-1.50241109977966,17736.810265378,149049.513489982,308849.662445448,1.80661306319374,3.26385076010226,6.28375579418713,1.8058943010659,-0.0114194168759872,-1.48766473010818,20339.5049966291,150501.948344961,314912.174149988,0
K002,N15_M07_F04_K002_6.mat,1.78816174962293,3.19752244281452,6.14737701009757,1.73483875720755,0.00248752365560911,-1.50370331346663,18093.7472936455,157892.032170783,306412.595678768,1.80523332638622,3.25886736269547,6.3305929523593,1.84158889454408,0.00613116563998389,-1.49231606831749,20189.7362955562,159433.187545682,312548.622830378,0
K002,N15_M07_F04_K002_7.mat,1.79116002968516,3.20825425194176,6.09365203454714,1.72361269180723,0.0040826264683203,-1.50443267184382,17909.0146539971,161149.901064147,307481.813445421,1.80798507109685,3.26881001730908,6.3650320392506,1.76656825267031,-0.0069664734475822,-1.49065708725539,20119.680305002,162687.87768902,313449.827534764,0
K002,N15_M07_F04_K002_8.mat,1.79498349953818,3.22196576361433,6.07505492762583,1.71623812117612,-0.00886083147502396,-1.49775734901282,17773.4796275364,148657.584212833,309605.854289359,1.80627053809729,3.26261325679827,6.32577148019452,1.77970560039974,0.00603486431676606,-1.49135192296099,20644.7152051677,149517.76161306,313629.809485644,0
K002,N15_M07_F04_K002_9.mat,1.79431539049431,3.21956772056475,6.09089690759583,1.70587976436423,0.0065494183821173,-1.50125148657579,17744.6913060222,157448.400494116,309044.713950666,1.8084127180333,3.2703565587446,6.51380889462103,1.91237716476069,-0.0110857293229492,-1.48739113919075,20512.8203901914,158693.012988616,314012.237974132,0
K003,N15_M07_F04_K003_1.mat,1.7765886656499,3.15626728691571,6.11224914146844,1.72529976617283,0.00785727317150364,-1.49647305129062,18877.7599945434,131646.817741931,302357.516551267,1.7829485490489,3.17890552855557,5.8601550254241,1.70198955985453,-0.000224094975789362,-1.49492505221806,20065.1177708583,132024.66288605,304398.923370839,0
K003,N15_M07_F04_K003_10.mat,1.74766251662094,3.05432427200182,6.01306457122149,1.72677065409351,0.00282317352163859,-1.50226376389517,19033.882018366,147816.521780941,300334.18465978,1.75577617070541,3.08274996161695,5.72377624133454,1.69458384596417,-0.00723155612544011,-1.49276429607593,20146.5131751624,148508.742599044,303022.171843535,0
K003,N15_M07_F04_K003_11.mat,1.74812849477491,3.055953234244,6.00962066253236,1.7261499330619,0.00909542519585723,-1.49796925666606,18435.9547244496,158037.332902032,293549.861178938,1.75481185938789,3.07936466184837,5.72377624133454,1.69517987993427,-0.00957091520704494,-1.49006923218781,20222.4306983056,158617.629685421,295698.230775381,0
K003,N15_M07_F04_K003_12.mat,1.74607363069984,3.04877312382532,5.94763030612801,1.73084305301817,0.00475995728973589,-1.50207883717444,18899.0268194805,156528.964878877,292768.458390724,1.7539790204862,3.07644240430572,5.8098739585628,1.72889086397859,-0.00736176554476215,-1.4920825516246,19742.5419971457,157246.863922773,295384.240325018,0
K003,N15_M07_F04_K003_13.mat,1.74636706581768,3.04979792857265,5.96209472262236,1.70861375015944,0.00709180479808069,-1.49932261277869,18321.8890247569,157073.816669832,292795.14604683,1.75360427713065,3.0751279607709,5.79816466901976,1.72550650896857,-0.010911106832592,-1.48853927276129,20150.2518824354,157732.886790642,295240.087042362,0
K003,N15_M07_F04_K003_14.mat,1.74585868372999,3.04802254355542,5.95589568698193,1.71431317492897,0.00759919195225979,-1.49893612543209,18287.8260126945,156953.337858961,292621.397307103,1.75351590788707,3.07481803921301,5.81607299420324,1.72405395444818,-0.0113041404002594,-1.488411936759,20162.0266062435,157611.501898617,295076.252058248,0
K003,N15_M07_F04_K003_15.mat,1.74392882218045,3.0412877368317,5.88563994972367,1.70950488811808,0.0122645605842311,-1.49497251542954,18817.5818228913,156770.495188868,292079.395574295,1.75051811522788,3.06431367174095,5.83604766460019,1.71545175212297,0.00505019717887759,-1.49750524702742,20084.4456752035,157326.398930396,294121.412255373,0
K003,N15_M07_F04_K003_16.mat,1.74280625771945,3.03737365194609,5.85533355325932,1.6815859030302,-0.00355791733521462,-1.50366872397875,18712.2016609126,157482.312298873,292318.747298643,1.75084921729175,3.06547298169115,5.85188964457019,1.75254811259967,0.00902797905219021,-1.49284091120876,19666.9192725863,158237.589260276,295123.774997425,0
K003,N15_M07_F04_K003_17.mat,1.74386764445145,3.04107436136465,5.90630340185845,1.69877547982706,0.00708512420609619,-1.50018407648566,18366.9546362994,155927.937923374,291818.237929031,1.75195072879163,3.06933135611353,5.81813933941671,1.68197397370407,-0.0101508226385148,-1.49017145141419,19978.6935710863,156625.356592719,294424.038866785,0
K003,N15_M07_F04_K003_18.mat,1.74534989058367,3.04624624056043,5.89390533057758,1.72881791839004,-0.00901554719623694,-1.496472447114,19040.2325859888,158926.671197487,294851.439656151,1.75194935552866,3.06932654433729,5.64387755974672,1.64296675658466,-0.00371756231808468,-1.49603509640226,20010.3458470664,159525.958183717,297057.361684088,0
K003,N15_M07_F04_K003_19.mat,1.74339222776836,3.03941645984313,5.87117553322932,1.69053216946474,-0.00186311550033767,-1.50421776821174,18897.3661667106,156309.223418396,291930.407023887,1.75151816658519,3.06781588787793,5.79540954206845,1.71599665530002,0.0079681430333244,-1.49316550051855,19611.0081038,156990.858735417,294434.794733921,0
K003,N15_M07_F04_K003_2.mat,1.76610741319102,3.11913539492829,5.97724792085453,1.72550300318505,0.00762620543567254,-1.4994255523102,19239.9097230028,157516.048067591,304356.754220492,1.77333963634577,3.14473346583494,5.7409957847802,1.66914455830818,0.00581515121987622,-1.49614587440306,19998.3452028483,158115.038934928,306620.594703107,0
K003,N15_M07_F04_K003_20.mat,1.74455947259291,3.04348775341367,5.93178832615801,1.71508027761807,-0.0109395576322096,-1.49574595164944,18612.8393849773,156637.631419908,292129.768569272,1.75036903106485,3.0637917449109,5.70173522572411,1.66900540329471,0.00594333258069153,-1.49548087025383,20300.2065545775,157159.957637277,294047.574841748,0
K003,N15_M07_F04_K003_3.mat,1.76308709698982,3.10847611157199,5.97036010347627,1.73195937472756,-0.00106661068506637,-1.50162613267573,18875.3285950089,158123.771635969,298542.025498672,1.77018166351257,3.13354312183612,5.73135284045063,1.66271572664829,-0.00482106745160125,-1.49493319895415,19595.1723228657,158759.463164779,300881.591573547,0
K003,N15_M07_F04_K003_4.mat,1.76045650306612,3.0992070991878,5.99240111908671,1.72099558330964,-0.0106269910338638,-1.49519928603779,19256.3991578064,162674.542258236,305021.889915217,1.76632591396878,3.11990723435766,5.70862304310237,1.64519113955941,-0.000613225748066199,-1.49739008883335,20536.6398402489,163225.477240953,307080.128147595,0
K003,N15_M07_F04_K003_5.mat,1.75587912121094,3.08311148830449,5.98620208344627,1.7195690103766,-2.76496907382979e-05,-1.50198976505959,18810.1836182453,157766.973794389,295664.922395087,1.76357973175514,3.11021347025752,5.72928649523715,1.66819407906052,0.00738421315653212,-1.49428380083997,19584.1290852631,158454.243826852,298221.470903009,0
K003,N15_M07_F04_K003_6.mat,1.75363793019163,3.0752459902068,5.98275817475714,1.73663774693417,-0.00645145215846815,-1.49768640978964,19180.6689832959,156486.403436038,299592.233880772,1.76016297080996,3.09817368381054,5.81194030377628,1.68802939696562,-0.000855543459446685,-1.49573236711219,20169.1045273814,157002.597023999,301590.639818852,0
K003,N15_M07_F04_K003_7.mat,1.75093838614874,3.06578523208916,5.97587035737888,1.70824342352797,0.000574046207349934,-1.49955350138861,18705.0307542401,156630.238586285,294167.754169553,1.75809083108698,3.09088337035211,5.72446502307237,1.67855541058678,-0.00551631666970786,-1.49441614025971,19722.2911252719,157285.234066864,296576.298884882,0
K003,N15_M07_F04_K003_8.mat,1.75065338078071,3.06478725963893,6.04888122158844,1.7432097967863,-0.00696299251277815,-1.49789728568938,18381.3729044173,157237.237606705,294268.727117614,1.75708913141316,3.08736221573026,5.72102111438324,1.65128740352285,0.0117399758245166,-1.49101982266687,20183.1343225992,157786.937665908,296327.750158523,0
K003,N15_M07_F04_K003_9.mat,1.75102577126807,3.06609125164492,6.02890655119149,1.73159846273702,-0.0107580209872098,-1.49570637368483,18512.510059482,157068.930275492,294392.625899831,1.75687325950598,3.08660364996716,5.77199096298237,1.68394558091627,0.00646798025473179,-1.49480825667047,20217.8551212213,157558.575610597,296221.943595804,0
K004,N15_M07_F04_K004_1.mat,1.81705785461847,3.30169924703069,6.15633117268931,1.69649861643744,-0.00872979369190254,-1.49648051118503,17153.4899657757,163013.375278508,317279.01362344,1.81288874761784,3.28656561123937,5.85120086283236,1.62687655670809,0.010196731715803,-1.49667835943407,19120.6760939312,162581.954751839,315395.411239776,0
K004,N15_M07_F04_K004_10.mat,1.77752358863081,3.15959010813897,6.13635650229235,1.73894374961729,0.00977679356317109,-1.49642984947729,17071.9836676118,161165.478019015,305979.974167327,1.77814895572885,3.16181370875961,5.72722015002367,1.61557901623426,0.010524736710779,-1.49352300404113,19555.4647444617,161225.452917647,306379.264793372,0
K004,N15_M07_F04_K004_11.mat,1.77654506745576,3.15611237670138,6.16528533528105,1.77085122540684,-0.0115267358452147,-1.49627715288673,16902.8918836659,158974.672816293,303062.91348622,1.77757260200363,3.15976435539395,5.68658202749194,1.60791440085448,0.0174881439207664,-1.49492000001355,19294.0328143977,159085.542542894,303526.379763622,0
K004,N15_M07_F04_K004_12.mat,1.7745612994429,3.14906780548046,6.1322238118654,1.7530544337648,0.0102295654093708,-1.49624424475049,16846.9889802605,152899.806443576,302719.535165347,1.7779170764362,3.16098913068343,5.71757720569411,1.61827391486796,0.00747966303969199,-1.49363100974941,19452.6702691268,153246.105971114,304070.290488031,0
K004,N15_M07_F04_K004_13.mat,1.77365409178063,3.14584883729018,6.00135528167845,1.71344806612587,-0.000373762663255233,-1.49901795740466,17000.9868012036,159076.331908806,301954.259900222,1.77399045491632,3.14704213413422,5.68864837270541,1.60655658206448,0.0217397863439917,-1.49460610023791,18884.3936514604,158979.961755068,301477.687003314,0
K004,N15_M07_F04_K004_14.mat,1.7703235245898,3.13404538171604,6.14117797445714,1.74845493886882,0.00534953189945152,-1.49910944068965,16711.4959694857,158709.27958751,300597.916668442,1.77612285984336,3.15461241325814,5.67487273794889,1.60151832936347,0.00398701687158996,-1.49089976844827,19332.7251285201,159259.660837537,302985.437018089,0
K004,N15_M07_F04_K004_15.mat,1.77527934434273,3.15161675044995,6.07092223719888,1.71820929294961,-0.00731878755873257,-1.49750775920328,17194.9153658337,160863.035243761,305274.85177368,1.77294095583814,3.14331963288827,5.69209228139455,1.61957800431387,0.0122047947019716,-1.49585274489153,19212.6808033431,160513.781159152,303677.384095204,0
K004,N15_M07_F04_K004_16.mat,1.77045346120883,3.13450545830633,6.15839751790279,1.74601496076283,-0.0071025221573231,-1.49994339269034,16779.6743410227,158951.959764287,300359.906981607,1.77484205492203,3.15006431991986,5.7093118248402,1.62053560894732,0.0244752561330891,-1.49169334727244,19109.9304100394,159482.288657338,302795.067857458,0
K004,N15_M07_F04_K004_17.mat,1.77122158075543,3.13722588813375,6.12946868491409,1.73614129739062,0.00925078978154405,-1.4964508325248,16771.172019251,158005.04760777,301293.490575136,1.77546049111778,3.15225995552019,5.67005126578411,1.59693155392619,0.0089138789210021,-1.4927749687485,19481.6259646033,158374.368078229,302917.319150196,0
K004,N15_M07_F04_K004_18.mat,1.76952968942744,3.13123532176517,6.06472320155844,1.7183135555744,0.00133128980646304,-1.50091179468266,17030.5520685181,158995.391805139,300476.057355347,1.76875408583105,3.12849101614405,5.68795959096759,1.62087903076894,0.00682182241804708,-1.49327006189212,18923.0108883734,158902.458860568,300138.211259508,0
K004,N15_M07_F04_K004_19.mat,1.77161960660535,3.1386360305085,5.99033477387323,1.69623308637734,0.00443978453218761,-1.49810722789057,17160.4108446774,159458.823842783,301444.547943528,1.76809410671867,3.12615677021328,5.67074004752194,1.60740750724781,0.0196800829679391,-1.49550883663983,18895.1937491095,159094.229702556,299890.063596318,0
K004,N15_M07_F04_K004_2.mat,1.80829096613734,3.26991621821392,6.12809112143844,1.71166063621126,-0.00966940083003667,-1.49595422096794,17162.4668581648,162712.883102197,313836.585362728,1.8033688069826,3.25213905399785,5.77130218124454,1.61003612592649,0.0103575773327631,-1.49704953789776,19079.0392378796,162191.537154772,311721.286302847,0
K004,N15_M07_F04_K004_20.mat,1.77040056675716,3.13431816677408,6.10467254235235,1.73822367003255,0.005731614030712,-1.49787673144531,17019.4130902539,159381.69932282,301738.83969218,1.76930663371784,3.13044596411796,5.69002593618107,1.61304006082959,0.015458433744459,-1.49415226817482,19105.5346049886,159092.504102726,300312.292071587,0
K004,N15_M07_F04_K004_3.mat,1.79797688622992,3.23272088341706,6.16115264485409,1.7269037354521,0.00647541320567894,-1.4995945889488,16702.3523919161,161688.727678375,310010.730223779,1.80306680400913,3.25104989971968,5.73824065782889,1.60389543160304,0.00335478967644269,-1.49148618027093,19302.2981952516,162194.761654806,312214.825579335,0
K004,N15_M07_F04_K004_4.mat,1.79940763044166,3.23786782049166,6.09434081628496,1.70260149954996,0.00601856846652953,-1.49717841045873,17163.3925808204,161097.441514878,311184.813461579,1.79566404518751,3.22440936317916,5.71482207874281,1.59630801381138,0.0175996729000816,-1.49609878353338,18985.7940325579,160638.312762506,309183.816568946,0
K004,N15_M07_F04_K004_5.mat,1.79361581264816,3.21705768338152,6.13015746665192,1.72071446104084,-0.00653199349903679,-1.49813219234258,17163.6178124487,160491.984366114,309382.883077303,1.78989276280644,3.20371610234688,5.72170989612107,1.60737446534046,0.00950941397104733,-1.49568013378688,18924.2148788511,160013.627774345,307241.824318302,0
K004,N15_M07_F04_K004_6.mat,1.78632750905253,3.19096596959783,6.06678954677192,1.69883801918281,0.00276644276604986,-1.50092567934868,16887.0127094821,160111.558941692,306155.019795866,1.78864627034679,3.19925548042549,5.73548553087759,1.60673244005964,0.00502078066770762,-1.49362487959028,18955.2672259375,160301.944548324,306976.094559672,0
K004,N15_M07_F04_K004_7.mat,1.78361658990749,3.18128813979324,6.14531066488409,1.72308895310207,0.00646839948734756,-1.49972409436976,16759.0646138635,160369.023112887,304986.577082022,1.78869479496156,3.19942906952257,5.70517913441324,1.60689557914625,0.00401690141752645,-1.49192370846964,19269.2979734106,160873.671117565,307232.52272493,0
K004,N15_M07_F04_K004_8.mat,1.78475267302119,3.18534210385627,6.15701995442713,1.73993629114896,-0.00903880467594019,-1.49703820019672,17075.1768597483,143123.505724006,308201.64922869,1.78533905066344,3.18743552582384,5.81745055767889,1.6374197283076,0.0180572135401069,-1.49408202425211,19383.4043112258,143111.381267112,308299.521717444,0
K004,N15_M07_F04_K004_9.mat,1.78143439841916,3.17350851587104,5.9579620321954,1.69894168317954,0.000374313100151353,-1.49974471638629,17034.7329736667,160180.556136877,304430.874892319,1.77822620264447,3.16208842777136,5.65076537712498,1.59204616934798,0.0212810387911366,-1.4949217307854,18790.4493326748,159867.159095236,303219.574213146,0
K005,N15_M07_F04_K005_1.mat,1.82740251275293,3.33939994361572,6.23140838211235,1.70668628393721,-0.0129824990577442,-1.4949163341943,17388.2729304032,160815.808697083,326635.919147096,1.83211347059578,3.35663976913853,5.86704284280236,1.63569571210406,-0.00408952417091317,-1.49963457763709,20436.2478356155,161272.050842106,328560.811646346,0
